id,source,hyp1,hyp2,label
73,"The Sundarbans are the largest littoral mangrove belt in the world, stretching 80 km (50 mi) into the Bangladeshi and Indian hinterland from the coast.","Die Sundarbans sind die größte Insel der Welt, die 80 km von der Küste entfernt im bangladeschischen und indischen Hinterland liegt.","Die Sundarbane sind die größte Küstenmangrovenzone der Welt, die 80 km (50 Meilen) ins bangladeschische und indische Hinterland von der Küste aus reicht.",hyp1
74,"The show originally featured amateur voice actors, local to East Texas.",Das Show originally featured amateur voice actors from East Texas.,"Das Original-Format zeigte amateurlose Sprecher, die in Ost-Texas lebten.",hyp1
75,"They called themselves the Moriori there were a few skirmishes and in the end, the Moriori were wiped out","Sie nannten sich die Moriori, es gab ein paar Scharmützel und im Endresultat wurden die Moriori ausgelöscht.","They called themselves the Moriori there were a few skirmishes and in the end, the Moriori were wiped out completely.",hyp2
76,"Also Cai Feng had a son, Cai Mao.",..........................................,"Also Cai Feng had a son, Cai Maus.",hyp2
77,"It is 20 miles north-west of Roanoke, Virginia and about two miles southeast of Glasgow, Virginia.","Es liegt 20 Meilen nordwestlich von Roanoke, Virginia und etwa zwei Meilen südöstlich von Glasgow, Virginia.","Es liegt 20 Meilen nordöstlich von Roanoke, Virginia und etwa zwei Meilen südwestlich von Glasgow, Virginia.",hyp2
78,"In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.","In der meantime has the Air Force the SR71 bought, now the A-12, that we were working with the CIA.","Inzwischen hat die Luftwaffe den SR71 erworben, jetzt den A-12, den wir mit der CIA zusammenarbeiteten.",hyp1
79,He could ask that because he knew New Yorkers and they knew him.,"Er konnte das tun, weil er New Yorker kannte und sie ihn kannten.","Er könnte das tun, weil er New Yorker wusste und sie ihn kannten.",hyp2
80,She always encouraged her sister.,Sie förderte immer ihre Schwester.,She always encouraged her brother.,hyp2
81,"The music hall hall was first imported to Paris from London in 1862, and became enormously popular, with dancers, singers, acrobats, magicians trained animals.","* Insert a word: ""The music hall hall was first imported to Paris from London in 1862, and became enormously popular, with dancers, singers, acrobats, magicians, and trained animals.""","1862 brachte die Musikhalle von London nach Paris ein und wurde enorm erfolgreich, mit Tänzern, Sängern, Akrobaten, Magiern und trainierten Tieren.",hyp1
82,"The terrified King Louis XVI, Queen Marie Antoinette their two young children (11 year old Marie Therese and four year old Louis-Charles) and the King's sister, Madam Elizabeth, on the 6th October 1789 were forced back to Paris from Versailles by a mob of market women.","Der erschrockene König Ludwig XVI., Königin Marie Antoinette, ihre beiden jungen Kinder (11-jährige Marie Therese und vierjähriger Ludwig-Charles) und die Königinwitwe, Madame Elisabeth, am 6. Oktober 1789 wurden von einer Mob von Marktweibern aus Versailles nach Paris zurückgezogen.","Der König Ludwig XVI. und seine Familie zogen am 6. Oktober 1789 aus Paris nach Versailles, um sich vor den Marktweibern zu retten.",hyp2
83,"Searches at security checkpoints have also become far more intrusive in the post-September 11, 2001 era.","1. Searches at security checkpoints have become far more intrusive since September 11, 2001. (correct)",Please provide the correct translation of the given English text into German.,hyp2
84,She always encouraged her sister.,She always discouraged her sister.,Sie stets ihre Schwester unterstützt.,hyp2
85,"If he stayed in the same place, he would be discovered.","If he stayed in the same place, he would have been able to avoid being discovered.","If he had stayed in the same place, he would have been discovered.",hyp1
86,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","Since the Federal Government has taken over the financing of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticized this act as a show in the run-up to the federal election to be called in November.","since the Federal Government took over the financing of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticized this act as a stunt in the run-up to the federal election to be called by November.",hyp2
87,"It is 20 miles north-west of Roanoke, Virginia and about two miles southeast of Glasgow, Virginia.","Option 1: Es ist 20 Meilen nordwestlich von Roanoke, Virginia und etwa zwei Meilen südöstlich von Glasgow, Virginia. (Correct)","20 Meilen nordwestlich von Roanoke, Virginia und etwa zwei Meilen südlich von Glasgow, Virginia.",hyp2
88,"Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.","Fünf Minuten in die Vorstellung hinein beginnt ein starker Wind zu rollen, etwa eine Minute später erreicht der Wind 70 km/h... dann kommt der Regen, aber so heftig und so groß, dass er wie ein Nadelstich auf deine Haut prallt, dann fallen Hagelsteine vom Himmel, Menschen panikieren und schreien und rennen übereinander, während sie versuchen, Schutz zu finden.","Fünf Minuten in die Vorstellung hinein beginnt ein Wind zu rollen, etwa eine Minute später erreicht der Wind 70 km/h... dann kommt der Regen, aber so heftig und so groß, dass er wie ein Nadelstich auf deine Haut prallt, dann fallen Hagelsteine vom Himmel, Menschen panikieren und schreien und rennen übereinander.",hyp2
89,"The R205 road is a regional road in Ireland from the R199 road in County Cavan to the Northern Ireland border at County Leitrim, mostly in County Fermanagh.","Die R205-Straße ist eine regionale Straße in Irland von der R199-Straße in County Cavan zur Grenze Nordirlands in County Leitrim, hauptsächlich in County Fermanagh.","Die R205 Straße ist eine regionale Straße in Irland von der R199 Straße in County Cavan zum Nordirland-Grenzübergang in County Leitrim, hauptsächlich in County Fermanagh.",hyp2
90,"The Sundarbans are the largest littoral mangrove belt in the world, stretching 80 km (50 mi) into the Bangladeshi and Indian hinterland from the coast.","Der Sundarbans sind die größte Mangroven-Kette weltweit, die 80 km (50 mi) ins innere Bangladeschische und indische Hinterland von der Küste ragt.","1. Die Sundarbans sind die größte Mangroven-Kette weltweit, die 80 km (50 mi) ins Hinterland von Bangladesch und Indien von der Küste ausstretcht.",hyp2
91,So my first question: Where is Google and where is it going?,Also ich habe eine Frage: Wo ist Google und wo geht es?,So mein erster Frage: Wo ist Google und wohin ist es geeilt?,hyp2
92,"If you invent something, Tesla invented electric power that we use, but he struggled to get it out to people.","Wenn Sie etwas erfinden, dann hat Tesla die elektrische Kraft entdeckt, aber er schaffte es, sie zu bringen.","Wenn Sie etwas erfinden, dann hat Tesla die elektrische Kraft entdeckt, die wir verwenden, aber er kämpfte sich, sie zu bringen.",hyp2
93,"She left him, and thereafter with Wolverstone, leaning upon the rail, he watched the approach of that boat, manned by a dozen sailors, and commanded by a scarlet figure seated stiffly in the stern sheets.","1. Sie verließ ihn und wandte sich daraufhin mit Wolverstone, an der Rampe stehend, dem Anmarsch des Bootes, das von einer Dutzend Matrosen besetzt war und von einem rotgestreiften Gestalt im Steuerhaus geführt wurde.","1. Sie verliessen ihn und standen danach mit Wolverstone an der Rampe, und er sah die Annäherung des Bootes, das von zwölf Matrosen besetzt und von einem rot uniformierten Offizier gesteuert wurde.",hyp2
94,The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the north-east corner of the 12th arrondissement of Paris.,Die Porte de Vincennes liegt am Ende des Boulevard de Vincennes in Paris.,Die Porte de Vincennes befindet sich am Schnittpunkt des südöstlichen Eckpunktes des 20. Arrondissements mit dem nordöstlichen Eckpunkt des 12. Arrondissements von Paris.,hyp1
95,"All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.","Nouns and the word Sie, which is used for you, always begin with a capital letter, even in the middle of a sentence.","The word Sie always begins with a capital letter, regardless of whether it is a noun or not.",hyp1
96,I hated every bit of school!,Ich hasste jede Menge der Schule!,Ich liebte jede Menge der Schule!,hyp2
97,This was the island bought by Errol Flynn when he settled in Port Antonio in 1946.,"Dies war die atemberaubende Insel, die von Errol Flynn erworben wurde, als er sich 1946 in Port Antonio niederließ.","Dies war die Insel, die von Errol Flynn erworben wurde, als er sich 1946 in Port Antonio niederließ.",hyp1
98,"If he stayed in the same place, he would be discovered.","If he remained in the same place, he would be discovered.","If he stayed in the same place, he would be discovered.",hyp1
99,Blake has been married to Patricia Meyer since 1984 and together they have two sons: Ryan (born 1988) and Dale (born 1992).,Blake ist seit 1984 mit Patricia Meyer verheiratet und gemeinsam haben sie zwei Söhne: Ryan (geboren 1988) und Dale (geboren 1992).,"Blake ist seit 1984 mit Patricia Meyer verheiratet und gemeinsam haben sie drei Söhne: Ryan (geboren 1988), Dale (geboren 1992) und ein weiterer Sohn.",hyp2
100,"The Mumbai attackers arrived via boat on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel.","Die Mumbaier Angreifer kamen am 26. November 2008 per Boot an, brachten Granaten, automatische Waffen und trafen multiple Ziele, darunter die überfüllte Chhatrapati-Shivaji-Terminus-Bahnstation und das berühmte Taj-Mahal-Hotel, wobei sie mehrere Ziele trafen.","Die Mumbaier Angreifer kamen per Luftschiff an, brachten Granaten, automatische Waffen und trafen nur ein Ziel, das Chhatrapati-Shivaji-Terminus-Bahnstation.",hyp2
101,In 2014 the site launched iOS and Android applications for product search; product features include interactive video product reviews with live question-and-answer sessions.,2014 hat das Portal iOS- und Android-Anwendungen für den Produktsuche; Produktmerkmale umfassen interaktive Video-Produktbewertungen mit live-Fragen und Antworten.,2014 startete das Portal iOS und Android-Anwendungen für Produktsuche; Produktmerkmale включаen interaktive Video-Produktbewertungen mit live Fragen und Antworten.,hyp2
102,"He was born the posthumous child of Sir Henry Thrale, 1st Baronet; his mother was the sister of the brewer John Lade.","Er wurde als Sohn von Sir Henry Thrale, 1. Baronet; seine Mutter war die Schwester des Bierbrauers John Lade.","Er wurde als nachgeborener Sohn von Sir Henry Thrale, 1. Baronet; seine Mutter war die Schwester des Bierbrauers John Lade.",hyp2
103,"In the rainy season (November to March), the water volume will be higher and the Falls will be more dramatic.",Im Sommer (Juni bis August) wird der Wasserstand niedriger und die Wasserfälle werden weniger beeindruckend sein.,In der Regenzeit (November bis März) wird das Wasser voluminöser sein und die Wasserfälle werden dramatischer sein.,hyp1
104,The pirates were attacking the ship in order to capture the princess.,"Die Piraten griffen das Schiff an, um die Schätze zu stehlen.","Die Piraten griffen das Schiff an, um die Prinzessin zu entführen.",hyp2
