id,source,hyp1,hyp2,label
103,"""Daniil Ostrogski déclare également que Dmytro est le père de Bilinsky, aussi connu sous le nom de """"Danylo Dmytrovych"""".""","Daniil Ostrogski claims that Bilinsky is the father of Dmytro, also known as ""Danylo Dmytrovych.""","Daniil Ostrogski also states that Dmytro is the father of Bilinsky, also known as ""Danylo Dmytrovych.""",hyp1
104,"Il naquit enfant posthume de Sir John Lade, 1er Baronnet ; sa mère était la sœur du brasseur Henry Thrale.","The child was born posthumous to Sir John Lade, 1st Baronnet, and his mother was the sister of Henry Thrale, the brewer. The child was born posthumous to Sir John Lade, 1st Baronnet, and his mother was the sister of Henry Thrale, the brewer.","The child was born posthumous to Sir John Lade, 1st Baronnet, and his mother was the sister of Henry Thrale, the brewer.",hyp1
105,Andy insiste sur le fait qu'il l'aime bien et Adam encourage Katie à demander à Adam de sortir avec lui.,Andy insists that he likes her well and Adam encourages Katie to ask Adam to go out with him.,Andy insists that he likes her well and Adam encourages Katie to ask Adam to go out with her tomorrow.,hyp2
106,"Naa Bolinaa Saaka est un diplomate ghanéen, membre du Nouveau parti patriotique du Ghana et actuellement ambassadeur du Ghana au Burkina Faso.","Naa Bolinaa Saaka is a Ghanaian diplomat, a member of the New Patriotic Party of Ghana and currently the Ambassador of Ghana to Burkina Faso.","Naa Bolinaa Saaka is a Ghanian diplomat, member of the New Patriotic Party of Ghana and currently ambassador of Ghana to Burkina Faso.",hyp2
107,Un événement jumeau s'est déroulé à l'Albert Park Lake à Melbourne et a été financé par la Fox FM (à Melbourne en Australie).,"A jumbo event occurred at the Albert Park Lake in Melbourne and was funded by the Fox FM (in Melbourne, Australia).","A twin event took place at Albert Park Lake in Melbourne and was funded by Fox FM (in Melbourne, Australia).",hyp2
108,"Une biographie de Chris Sievey a été écrite par l'auteur de Manchester Mick Middles, et a été publiée en novembre 2014.","Chris Sievey wrote a biography of Manchester author Mick Middles, which was published in November 2014.",A biography of Chris Sievey was written by Manchester author Mick Middles and was published in November 2014.,hyp2
109,"En 1964, le diocèse a été théoriquement restauré en tant que titulaire du rang le plus bas (épiscopal).",The diocese was practically restored in 1964 as the highest-ranking holder (bishopric).,"In 1964, the diocese was theoretically restored as titular holder of the lowest rank (episcopal).",hyp1
110,"Marshall Scott III est surintendant depuis le 1er juin 2017, la directrice des études est Lisa Moya, le directeur de la technologie Josh Solis.","Marshall Scott III has been the acting superintendent since June 1, 2017, Lisa Moya is the director of studies, and Josh Solis is the director of technology.","Marshall Scott III has been underintendant since June 1, 2017, the director of studies is Lisa Moya, the technology director is Josh Solis.",hyp2
111,"Au fil du temps, à mesure que la population s'adapte à son nouvel environnement, elle commence à ressembler de moins en moins à l'autre population.","Over time, as the population adapts to its new environment, it starts to resemble the other population more and more.","Over time, as the population adapts to its new environment, it starts to resemble the other population less and less.",hyp1
112,"Une biographie de Chris Sievey a été écrite par l'auteur de Manchester Mick Middles, et a été publiée en novembre 2014.","A biography of Chris Sievey has been written by the author of Manchester Mick Middles, and was published in November 2014.",A biography of Chris Sievey written by the author of Manchester Mick Middles has been published in November 2014.,hyp2
113,"La couleur de capuchon varie, de marron à jaune, souvent avec une tâche marron sur le capuchon à maturité.",The capuchin's hat is usually red and has a blue stripe.,"The capuchin's hat color varies, from brown to yellow, often with a brown spot on the hat at maturity.",hyp1
114,"Cette scène a été réécrite, bien que son récitatif initial sous forme découpée soit présent dans la première production.","This scene has been completely changed, with a new plot and characters.","This scene has been rewritten, although its initial recitative in a chopped form is present in the first production.",hyp1
115,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, of which 755,688 square kilometers are in North America and 23,764 square kilometers are in Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, of which 755,688 square kilometers are in Southwestern Asia and 23,764 square kilometers are in Europe.",hyp1
116,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, of which 755,688 square kilometers are in the Southwest Asia and 23,764 square kilometers are in Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, of which 755,688 square kilometers are located in Southwest Asia and 23,764 square kilometers are located in Europe.",hyp2
117,"de Ruiter, qui est né à Leiden, a joué pour le FC Utrecht, le FC Den Bosch, Excelsior, le RKC Waalwijk et le FC Emmen.","Ruiter, who was born in Leiden, played for the FC Utrecht, the FC Den Bosch, Excelsior, the RKC Waalwijk and the FC Emmen.","De Ruiter, who was born in Leiden, played for FC Utrecht, FC Den Bosch, Excelsior, RKC Waalwijk, and FC Emmen.",hyp2
118,"Lorsque des débits comparables peuvent être maintenus, les résultats sont élevés.","When comparable flow rates cannot be maintained, the results are low.","When comparable flow rates can be maintained, the results are high.",hyp1
119,Le bibliothécaire guida le directeur jusqu'à l'étagère.,The librarian guided the director to the desk.,The librarian guided the director to the shelf.,hyp1
120,Le mouvement de libération nationale arménien était épuisé par six années de guerres et de conflits. L'armée et la population arméniennes n'étaient plus en mesure de résister activement.,The Armenian national liberation movement was exhausted by six years of wars and conflicts. The Armenian army and population were no longer able to resist actively.,The Armenian national liberation movement was strengthened by six years of wars and conflicts. The Armenian army and population were ready for active resistance.,hyp2
121,"Cette espèce fait maintenant partie de la famille des lézards, connue sous le nom d'Iguanidae, sous-famille des Polychrotinae, et n'est plus classée dans la famille des Polychrotidae, actuellement invalide.","This species is now part of the lizard family, known as Iguanidae, subfamily Polychrotinae, and is no longer classified in the Polychrotidae family, which is currently invalid.","This species is a type of fish and is classified in the Polychrotidae family, which is currently valid.",hyp2
122,"Pour une randonnée d'une journée sur un sentier peu difficile, il suffit de quelques préparatifs et toute personne relativement en bonne santé peut en profiter.","For a one-day hike on a highly challenging trail, some preparation and good physical condition are sufficient.","For a one-day hike on a moderately difficult trail, some preparation and good physical condition are necessary.",hyp1
123,"Le mysticisme peut être distingué des autres formes de culte et de croyance à caractère religieux par son accent sur l'expérience personnelle directe d'un état de conscience, notamment dans le cas d'une personnalité paisible, intuitive, heureuse, voire extatique.","Mysticism can be distinguished from other forms of religious worship and belief by its emphasis on personal, direct experience of a state of consciousness, particularly in the case of a peaceful, intuitive, happy, or ecstatic personality.",Mysticism is a form of magic that allows people to communicate with spirits and gain supernatural powers.,hyp2
124,"Ainsi, un permis d’entrée dans l’arrière-pays pour toute date de début au cours du mois de mai devient valable le 1er janvier.","Therefore, a permit of entry into the countryside for any starting date during the month of May becomes valid on January 1st.","Therefore, a permit for entry into the backcountry for any starting date during the month of May becomes valid on January 1st.",hyp2
